iter	Passed	Remaining
434	1357	1763
435	1359	1759
436	1362	1755
437	1364	1750
438	1366	1746
439	1368	1742
440	1371	1739
441	1374	1734
442	1376	1730
443	1378	1726
444	1380	1721
445	1382	1717
446	1385	1714
447	1387	1710
448	1390	1705
449	1392	1701
450	1394	1697
451	1396	1693
452	1398	1689
453	1401	1685
454	1403	1681
455	1405	1676
456	1407	1672
457	1410	1668
458	1412	1664
459	1415	1661
460	1417	1657
461	1419	1653
462	1422	1649
463	1424	1645
464	1426	1641
465	1428	1637
466	1431	1633
467	1433	1629
468	1436	1625
469	1438	1621
470	1440	1617
471	1442	1613
472	1444	1609
473	1447	1606
474	1449	1602
475	1451	1598
476	1454	1594
477	1456	1590
478	1458	1586
479	1461	1582
480	1463	1578
481	1465	1574
482	1467	1570
483	1469	1567
484	1472	1563
485	1474	1559
486	1477	1556
487	1479	1552
488	1482	1548
489	1484	1544
490	1486	1540
491	1488	1536
492	1491	1533
493	1493	1529
494	1495	1525
495	1497	1521
496	1499	1517
497	1501	1513
498	1503	1510
499	1506	1506
500	1508	1502
501	1511	1499
502	1513	1495
503	1515	1491
504	1517	1487
505	1519	1483
506	1522	1480
507	1524	1476
508	1527	1473
509	1529	1469
510	1531	1465
511	1533	1462
512	1536	1458
513	1539	1455
514	1541	1451
515	1543	1448
516	1546	1444
517	1548	1440
518	1550	1437
519	1553	1434
520	1555	1430
521	1558	1426
522	1560	1422
523	1562	1419
524	1564	1415
525	1567	1412
526	1569	1409
527	1572	1405
528	1574	1401
529	1576	1397
530	1578	1394
531	1581	1390
532	1583	1387
533	1585	1383
534	1587	1380
535	1590	1376
536	1592	1372
537	1594	1369
538	1596	1365
539	1599	1362
540	1601	1358
541	1603	1355
542	1605	1351
543	1608	1348
544	1610	1344
545	1613	1341
546	1615	1338
547	1618	1334
548	1620	1331
549	1622	1327
550	1624	1324
551	1627	1321
552	1630	1317
553	1632	1314
554	1634	1310
555	1636	1306
556	1638	1303
557	1641	1300
558	1644	1297
559	1646	1293
560	1648	1289
561	1650	1286
562	1652	1282
563	1654	1279
564	1657	1276
565	1659	1272
566	1662	1269
567	1664	1265
568	1666	1262
569	1668	1258
570	1670	1255
571	1673	1252
572	1676	1249
573	1678	1245
574	1680	1242
575	1682	1238
576	1684	1235
577	1687	1231
578	1689	1228
579	1691	1225
580	1694	1221
581	1696	1218
582	1698	1215
583	1701	1211
584	1703	1208
585	1705	1205
586	1708	1201
587	1710	1198
588	1712	1195
589	1714	1191
590	1717	1188
591	1719	1185
592	1722	1181
593	1724	1178
594	1726	1175
595	1728	1171
596	1730	1168
597	1733	1165
598	1736	1162
599	1738	1158
600	1740	1155
601	1742	1152
602	1744	1148
603	1746	1145
604	1749	1142
605	1752	1139
606	1754	1136
607	1756	1132
608	1759	1129
609	1764	1127
610	1767	1125
611	1770	1122
612	1774	1120
613	1777	1117
614	1780	1114
615	1783	1111
616	1787	1109
617	1790	1106
618	1794	1104
619	1798	1102
620	1800	1099
621	1803	1095
622	1805	1092
623	1807	1089
624	1809	1085
625	1811	1082
626	1813	1078
627	1815	1075
628	1816	1071
629	1818	1067
630	1820	1064
631	1822	1061
632	1824	1057
633	1826	1054
634	1828	1051
635	1830	1047
636	1832	1044
637	1834	1041
638	1836	1037
639	1838	1034
640	1840	1030
641	1842	1027
642	1843	1023
643	1845	1020
644	1847	1016
645	1848	1013
646	1850	1009
647	1852	1006
648	1854	1002
649	1855	999
650	1857	995
651	1858	992
652	1860	988
653	1861	984
654	1863	981
655	1864	977
656	1867	974
657	1869	971
658	1870	967
659	1872	964
660	1873	960
661	1875	957
662	1876	953
663	1878	950
664	1879	946
665	1881	943
666	1882	940
667	1884	936
668	1885	933
669	1887	929
670	1888	925
671	1890	922
672	1891	919
673	1892	915
674	1894	912
675	1895	908
676	1897	905
677	1899	902
678	1900	898
679	1902	895
680	1904	892
681	1906	888
682	1907	885
683	1909	882
684	1910	878
685	1912	875
686	1913	871
687	1915	868
688	1916	865
689	1917	861
690	1919	858
691	1920	854
692	1921	851
693	1923	848
694	1924	844
695	1925	841
696	1927	837
697	1929	834
698	1930	831
699	1932	828
700	1933	824
701	1935	821
702	1936	818
703	1938	814
704	1939	811
705	1941	808
706	1943	805
707	1944	802
708	1946	798
709	1947	795
710	1949	792
711	1950	789
712	1952	785
713	1953	782
714	1954	779
715	1956	775
716	1957	772
717	1959	769
718	1960	766
719	1962	763
720	1963	759
721	1964	756
722	1965	753
723	1967	749
724	1968	746
725	1969	743
726	1971	740
727	1972	737
728	1974	733
729	1975	730
730	1976	727
731	1978	724
732	1979	720
733	1980	717
734	1981	714
735	1983	711
736	1984	708
737	1985	704
738	1986	701
739	1988	698
740	1990	695
741	1991	692
742	1992	689
743	1993	686
744	1995	683
745	1996	679
746	1998	676
747	1999	673
748	2000	670
749	2001	667
750	2003	664
751	2004	661
752	2006	658
753	2007	654
754	2008	651
755	2010	648
756	2011	645
757	2012	642
758	2014	639
759	2015	636
760	2016	633
761	2018	630
762	2019	627
763	2021	624
764	2022	621
765	2023	618
766	2025	615
767	2026	612
768	2027	609
769	2028	605
770	2029	602
771	2031	599
772	2032	597
773	2034	594
774	2036	591
775	2037	588
776	2038	585
777	2040	582
778	2041	579
779	2043	576
780	2044	573
781	2046	570
782	2047	567
783	2049	564
784	2050	561
785	2052	558
786	2053	555
787	2054	552
788	2056	549
789	2057	546
790	2058	543
791	2059	540
792	2061	538
793	2062	535
794	2064	532
795	2065	529
796	2066	526
797	2068	523
798	2069	520
799	2070	517
800	2072	514
801	2073	511
802	2074	508
803	2075	506
804	2077	503
805	2078	500
806	2080	497
807	2081	494
808	2082	491
809	2083	488
810	2085	485
811	2086	483
812	2087	480
813	2089	477
814	2090	474
815	2091	471
816	2092	468
817	2094	465
818	2095	463
819	2097	460
820	2098	457
821	2099	454
822	2101	451
823	2102	449
824	2103	446
825	2104	443
826	2106	440
827	2107	437
828	2109	435
829	2110	432
830	2111	429
831	2113	426
832	2114	423
833	2115	421
834	2116	418
835	2118	415
836	2119	412
837	2120	409
838	2122	407
839	2123	404
840	2125	401
841	2126	399
842	2127	396
843	2128	393
844	2130	390
845	2131	388
846	2132	385
847	2134	382
848	2135	379
849	2136	377
850	2138	374
851	2139	371
852	2141	368
853	2142	366
854	2143	363
855	2144	360
856	2146	358
857	2147	355
858	2148	352
859	2149	349
860	2151	347
861	2152	344
862	2153	341
863	2155	339
864	2156	336
865	2158	333
866	2159	331
867	2160	328
868	2161	325
869	2163	323
870	2164	320
871	2165	317
872	2166	315
873	2168	312
874	2170	310
875	2171	307
876	2172	304
877	2174	302
878	2175	299
879	2177	296
880	2178	294
881	2180	291
882	2181	289
883	2182	286
884	2184	283
885	2186	281
886	2187	278
887	2189	276
888	2190	273
889	2191	270
890	2192	268
891	2194	265
892	2195	263
893	2197	260
894	2198	257
895	2200	255
896	2201	252
897	2202	250
898	2204	247
899	2205	245
900	2206	242
901	2207	239
902	2209	237
903	2210	234
904	2211	232
905	2213	229
906	2214	227
907	2216	224
908	2217	222
909	2218	219
910	2220	216
911	2221	214
912	2222	211
913	2223	209
914	2225	206
915	2226	204
916	2227	201
917	2229	199
918	2230	196
919	2231	194
920	2233	191
921	2234	189
922	2235	186
923	2237	183
924	2238	181
925	2239	178
926	2241	176
927	2242	173
928	2243	171
929	2245	169
930	2246	166
931	2248	164
932	2249	161
933	2250	159
934	2252	156
935	2253	154
936	2254	151
937	2256	149
938	2257	146
939	2258	144
940	2260	141
941	2262	139
942	2264	136
943	2265	134
944	2266	131
945	2268	129
946	2270	127
947	2271	124
948	2272	122
949	2273	119
950	2275	117
951	2277	114
952	2279	112
953	2280	109
954	2281	107
955	2282	105
956	2284	102
957	2285	100
958	2286	97
959	2288	95
960	2289	92
961	2291	90
962	2292	88
963	2293	85
964	2295	83
965	2296	80
966	2297	78
967	2298	75
968	2300	73
969	2301	71
970	2302	68
971	2303	66
972	2305	63
973	2306	61
974	2308	59
975	2309	56
976	2310	54
977	2312	52
978	2313	49
979	2314	47
980	2316	44
981	2317	42
982	2318	40
983	2320	37
984	2321	35
985	2323	32
986	2324	30
987	2326	28
988	2327	25
989	2329	23
990	2330	21
991	2331	18
992	2332	16
993	2334	14
994	2335	11
995	2336	9
996	2338	7
997	2339	4
998	2340	2
999	2342	0
